Key,UsedInMainMenu,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
isBusy,,UI,Tooltip,--,You are busy.,Vous faites quelque chose.,Du bist beschäftigt.,,Estás ocupado.,
lblAcceptQuest,,UI,Tooltip,newKey,Accept Quest,,,,,
lblAll,,UI,Tooltip,--,All,Tout,Alle,,Todo,
lblAllBlocks,,UI,Tooltip,--,All Blocks,Tous les blocs,Alle Blöcke,,Todos los bloques,
lblAllItems,,UI,Tooltip,--,All Items,Tous les objets,Alle Gegenstände,,Todos los objetos,
lblCancelQuest,,UI,Tooltip,newKey,Cancel Quest,,,,,
lblCategoryAdvBuilding,,UI,Tooltip,newKey,Advanced Building,,,,,
lblCategoryAmmoWeapons,,UI,Tooltip,--,Ammo/Weapons,Munitions/armes,Munition/Waffen,,Munición/armas,
lblCategoryBasics,,UI,Tooltip,--,Basics,Bases,Grundlagen,,Básico,
lblCategoryBooks,,UI,Tooltip,--,Books,Livres,Bücher,,Libros,
lblCategoryBuilding,,UI,Tooltip,--,Building,Construire,Gebäude,,Construcción,
lblCategoryCementMixer,,UI,Tooltip,--,Cement Mixer,Décorations/divers,Dekor/Verschiedenes,,Decoración/Varios,
lblCategoryChemicals,,UI,Tooltip,--,Chemicals,Produits chimiques,Chemikalien,,Químicos,
lblCategoryClothing,,UI,Tooltip,--,Clothing,Vêtements,Kleidung,,Ropa,
lblCategoryCraftingMisc,,UI,Tooltip,--,Crafting/Miscellaneous,Fabrication/Divers,Fertigung/Sonstiges,,Fabricación/Varios,
lblCategoryDecorMisc,,UI,Tooltip,--,Decor/Miscellaneous,Décorations/divers,Dekor/Verschiedenes,,Decoración/Varios,
lblCategoryDrink,,UI,Tooltip,newKey,Drink,,,,,
lblCategoryFirearms,,UI,Tooltip,--,Firearms,Armes à feu,Schusswaffen,,Armas de fuego,
lblCategoryFood,,UI,Tooltip,newKey,Food,,,,,
lblCategoryFoodCooking,,UI,Tooltip,--,Food / Cooking,Nourriture/cuisine,Nahrung/Kochen,,Comida/Cocina,
lblCategoryHealth,,UI,Tooltip,--,Health/Fitness,Santé/Forme physique,Gesundheit/Fitness,,Salud/Condición física,
lblCategoryMedicine,,UI,Tooltip,--,Medicine,Médecine,Medizin,,Medicina,
lblCategoryMods,,UI,Tooltip,newKey,Mods,,,,,
lblCategoryPainting,,UI,Tooltip,newKey,Painting,,,,,
lblCategoryResources,,UI,Tooltip,--,Resources,Ressources,Rohstoffe,,Recursos,
lblCategoryScavenging,,UI,Tooltip,--,Scavenging/Trading,Glanage,Plünderung,,Carroñar,
lblCategoryScience,,UI,Tooltip,newKey,Science,,,,,
lblCategorySecretStash,,UI,Tooltip,newKey,Secret Stash,,,,,
lblCategorySpecialItems,,UI,Tooltip,newKey,Special Items,,,,,
lblCategoryToolsTraps,,UI,Tooltip,--,Tools/Traps,Outils/pièges,Werkzeuge/Fallen,,Herramientas/trampas,
lblCategoryVehicles,,UI,Tooltip,newKey,Vehicles,,,,,
lblCategoryWeapons,,UI,Tooltip,--,Weapons,Armes,Waffen,,Armas,
lblCenterOnPlayer,,UI,Tooltip,--,Center on Player,Centrer sur le joueur,Auf Spieler zentrieren,,Centrar en jugador,
lblCenterOnSleepingBag,,UI,Tooltip,--,Center on Sleeping Bag,Centrer sur le sac de couchage,Auf Schlafsack zentrieren,,Centrar en saco de dormir,
lblChestArmor,,UI,Tooltip,--,Chest Armor,Plastron,Brustpanzer,,Coraza,
lblClearInventory,,UI,Tooltip,newKey,Clear Inventory,,,,,
lblCursorPosition,,UI,Tooltip,--,Cursor Position,Position du curseur,Cursorposition,,Posición del cursor,
lblDescription,,UI,Tooltip,newKey,Description,,,,,
lblDevBlocks,,UI,Tooltip,--,Dev Blocks On,Blocs de développement activés,Entwicklerblöcke an,,Bloques desarr. activados,
lblEyewear,,UI,Tooltip,--,Eyewear,Lunettes,Brillen und Kontaktlinsen,,Gafas,
lblFace,,UI,Tooltip,--,Face,Visage,Gesicht,,Rostro,
lblFavorites,,UI,Tooltip,--,Favorites,Favoris,Favoriten,,Favoritos,
lblFootwear,,UI,Tooltip,--,Footwear,Chaussures,Schuhe,,Calzado,
lblGloves,,UI,Tooltip,--,Gloves,Gants,Handschuhe,,Guantes,
lblHeadgear,,UI,Tooltip,--,Headgear,Chapeaux,Kopfbedeckung,,Gorros,
lblKick,,UI,Tooltip,newKey,Kick,,,,,
lblLeave,,UI,Tooltip,newKey,Leave,,,,,
lblLegArmor,,UI,Tooltip,--,Leg Armor,Jambières,Beinschienen,,Espinillera,
lblLevel,,UI,Tooltip,--,Level: {0},NIVEAU : {0},LEVEL: {0},,NIVEL: {0},
lblMakeLeader,,UI,Tooltip,newKey,Make Leader,,,,,
lblOvercoat,,UI,Tooltip,--,Overcoat,Pardessus,Mantel,,Abrigo,
lblPants,,UI,Tooltip,--,Pants,Pantalons,Hose,,Pantalones,
lblPartStackMissing,,UI,Tooltip,--,[Missing {0}],[Il vous manque : {0}],[{0} fehlt],,[Faltan: {0}],
lblReloadArchetypeXML,,UI,Tooltip,--,Reload Archetype XML Data,Recharger les données Archétype XML,Archetyp XML Data neu laden,,Recargar datos Archetype XML,
lblRemove,,UI,Tooltip,newKey,Remove,,,,,
lblRemoveQuest,,UI,Tooltip,--,Remove Quest,Supprimer la quête,Quest entfernen,,Eliminar misión,
lblRemoveQuickWaypoint,,UI,Tooltip,--,Remove Quick Waypoint,Supprimer le cheminement rapide,Schnellen Wegpunkt entfernen,,Quitar punto de regreso rápido,
lblRemoveWaypoint,,UI,Tooltip,--,Remove Waypoint,Supprimer le cheminement,Wegpunkt entfernen,,Quitar punto de regreso,
lblSaveWaypoint,,UI,Tooltip,--,Save Waypoint,Sauvegarder le cheminement,Wegpunkt speichern,,Guardar punto de regreso,
lblShareQuest,,UI,Tooltip,newKey,Share Quest,,,,,
lblShareWaypoint,,UI,Tooltip,--,Share Waypoint,Partager le cheminement,Wegpunkt teilen,,Compartir punto de regreso,
lblShirt,,UI,Tooltip,--,Shirt,Chemises,Hemd,,Camisa,
lblShowOnMap,,UI,Tooltip,--,Show On Map,Afficher sur la carte,Auf Karte zeigen,,Mostrar en mapa,
lblSimpleClick,,UI,Tooltip,--,Simple Click,Simple clic,Einfacher Klick,,Clic simple,
lblSortContainer,,UI,Tooltip,newKey,Sort Container,,,,,
lblSortInventory,,UI,Tooltip,newKey,Sort Inventory,,,,,
lblStashAll,,UI,Tooltip,newKey,Move all items to loot container,,,,,
lblStashFillStacks,,UI,Tooltip,newKey,Move items to loot container that can fill up existing stacks,,,,,
lblStashSmart,,UI,Tooltip,newKey,Move all items to loot container that already have at least one stack in there.,,,,,
lblStats,,UI,Tooltip,newKey,Stats,,,,,
lblToggleActive,,UI,Tooltip,--,Toggle Active,Interrupteur actif,Aktivieren,,Activar/desactivar,
lblToggleClothes,,UI,Tooltip,--,Toggle Clothes On/Off,Afficher les vêtements Activer/Désactiver,Kleider an/aus,,Activar/desactivar cambio de ropa,
lblTotalItems,,UI,Tooltip,--,{0} Total,TOTAL DE {0},{0} GESAMT,,TOTAL: {0},
lblTrackWaypoint,,UI,Tooltip,--,Track Waypoint,Suivre le cheminement,Wegpunkt verfolgen,,Establecer punto de regreso,
notHungry,,UI,Tooltip,--,You are not hungry.,Vous n'avez pas faim.,Du bist nicht hungrig.,,No tienes hambre.,
notHurt,,UI,Tooltip,--,You are not hurt.,Vous n'avez pas mal.,Du bist nicht verletzt.,,No estás herido.,
notThirsty,,UI,Tooltip,--,You are not thirsty.,Vous n'avez pas soif.,Du bist nicht durstig.,,No tienes sed.,
npcTooltipTalk,,UI,Tooltip,newKey,Press <{0}> to talk to {1},,,,,
questunavailable,,UI,Tooltip,--,You cannot accept this quest at this time.,Vous ne pouvez pas accepter cette quête à l'heure actuelle.,Du kannst diese Quest zurzeit nicht annehmen.,,No puedes aceptar esta misión ahora.,
timeAbbreviationHours,,UI,Tooltip,--,h,h,h,,h,
timeAbbreviationMinutes,,UI,Tooltip,--,m,m,m,,m,
timeAbbreviationSeconds,,UI,Tooltip,--,s,s,s,,s,
tooltipInviteEveryone,,UI,Tooltip,--,Shared marker {0} to everyone.,Marqueur {0} partagé avec tout le monde.,Markierung {0} mit allen geteilt.,,Compartir marcador {0} con todos.,
tooltipInviteFriends,,UI,Tooltip,--,Shared marker {0} with allies.,Marqueur {0} partagé avec les alliés.,Markierung {0} mit Verbündeten geteilt.,,Compartir marcador {0} con aliados.,
tooltipInviteMarker,,UI,Tooltip,--,Player {0} shared marker {1} with you.,Le joueur {0} a partagé le marqueur {1} avec vous.,Spieler {0} hat Markierung {1} mit dir geteilt.,,El jugador {0} compartió el marcador {1} contigo.,
ttAlreadyRentingVM,,UI,Tooltip,newKey,You already have a vending machine rented.,,,,,
ttBedrollGone,,UI,Tooltip,--,Your bedroll is gone,,Dein Schlafsack ist verschwunden,,,
ttBlockMissingPickup,,UI,Tooltip,newKey,The block is no longer available for pickup.,,,,,
ttCannotScrapWithAttachments,,UI,Tooltip,newKey,You must remove all attachments before scrapping this item.,,,,,
ttCannotSellItem,,UI,Tooltip,newKey,I'm not interested in that item.,,,,,
ttCanOnlySellAmount,,UI,Tooltip,newKey,I can only buy {0} of that item.,,,,,
ttCantHaveParent,,UI,Tooltip,newKey,This power source cannot have a parent connection.,,,,,
ttCantPickupInUse,,UI,Tooltip,newKey,This cannot be picked up while it is in use.,,,,,
ttCombineInvalidItem,,UI,Tooltip,newKey,Combine similar single part items of quality to make a new better item.,,,,,
ttCombineLimitExceeded,,UI,Tooltip,newKey,Your crafting skill only allows you to improve this item to {0}.,,,,,
ttEmptyVehicleBeforePickup,,UI,Tooltip,newKey,You must empty the vehicle's container before picking it up.,,,,,
ttGeneratorRequiresFuel,,UI,Tooltip,newKey,The generator requires fuel to operate.,,,,,
ttItemCountNotBundleSize,,UI,Tooltip,newKey,You must buy/sell this item in increments of {0}.,,,,,
ttItemNeedsRepair,,UI,Tooltip,--,This item needs repairs,Cet objet nécessite des réparations ou de nouvelles pièces.,Der Gegenstand muss repariert werden,,El objeto necesita reparaciones o le faltan partes,
ttLevelUp,,UI,Tooltip,--,Level Up! You are now level {0} and have {1} skill points to spend.,Niveau supérieur ! Vous êtes à présent au niveau {0} et avez {1} points de compétence à dépenser.,"Level Up! Du bist jetzt Level {0} und hast {1} Fertigkeitspunkte, die du verwenden kannst.",,¡Subiste de nivel! Subiste al nivel {0} y tienes {1} puntos de habilidad para gastar.,
ttLockpickBroken,,UI,Tooltip,newKey,You have broken your lockpick.,,,,,
ttLockpickMissing,,UI,Tooltip,newKey,You are missing the required lockpicks.,,,,,
ttMissingCraftingFuel,,UI,Tooltip,--,You don't have the required fuel to craft this.,Vous n'avez pas le carburant nécessaire à la fabrication de cet objet.,"Du hast nicht den erforderlichen Brennstoff, um dies zu fertigen.",,No tienes el combustible necesario para fabricar esto.,
ttMissingCraftingRecipe,,UI,Tooltip,--,You do not know the required recipe.,Vous n'avez pas la composition nécessaire.,Du hast das erforderliche Rezept nicht erlernt.,,No tienes la receta necesaria.,
ttMissingCraftingResources,,UI,Tooltip,--,You don't have the necessary resources to craft this.,Vous n'avez pas les ressources nécessaires à la fabrication de cet objet.,"Du hast nicht die nötigen Rohstoffe, um dies zu fertigen.",,No tienes los recursos necesarios para fabricar esto.,
ttMissingCraftingTools,,UI,Tooltip,--,You don't have the required tools to craft this.,Vous n'avez pas les outils nécessaires à la fabrication de cet objet.,"Du hast nicht die erforderlichen Werkzeuge, um dies zu fertigen.",,No tienes las herramientas necesarias para fabricar esto.,
ttNewJournalEntry,,UI,Tooltip,newKey,New Journal Entry,,,,,
ttNoSpaceForBuying,,UI,Tooltip,newKey,You do not have enough inventory space to buy this item.,,,,,
ttNoSpaceForSelling,,UI,Tooltip,newKey,You do not have enough inventory space to sell this item.,,,,,
ttNotEnoughFuel,,UI,Tooltip,newKey,You do not have enough fuel.,,,,,
ttOutOfStamina,,UI,Tooltip,newKey,Out of Stamina,,,,,
ttPaintedTextureReplaced,,UI,Tooltip,newKey,The next painted texture will be replaced in the current prefab or selection.,,,,,
ttPaintTextureIsLocked,,UI,Tooltip,newKey,This paint texture is locked.,,,,,
ttPartyDisconnectedFromParty,,UI,Tooltip,newKey,{0} has been disconnected from the party.,,,,,
ttPartyInviteReceived,,UI,Tooltip,newKey,You received a party invite from {0}.,,,,,
ttPartyInviteSent,,UI,Tooltip,newKey,Party invite sent to {0}.,,,,,
ttPartyInviteWait,,UI,Tooltip,newKey,Please wait to send another party invite to {0}.,,,,,
ttPartyKickedFromParty,,UI,Tooltip,newKey,You have been kicked from the party.,,,,,
ttPartyOtherKickedFromParty,,UI,Tooltip,newKey,{0} has been kicked from the party.,,,,,
ttPartyOtherLeftParty,,UI,Tooltip,newKey,{0} has left the party.,,,,,
ttPartySharedXPReceived,,UI,Tooltip,newKey,Shared Player XP Received: {0},,,,,
ttPowerSourceUnderwater,,UI,Tooltip,newKey,This power source cannot be activated while in water.,,,,,
ttQuestNoLocation,,UI,Tooltip,--,Selected Quest does not have a location to show.,Aucun emplacement à afficher pour la quête sélectionnée.,Für die ausgewählte Quest kann kein Standort angezeigt werden.,,La misión seleccionada no tiene ubicaciones que mostrar.,
ttQuestShared,,UI,Tooltip,newKey,Player {0} shared quest {1} with you.,,,,,
ttQuestSharedAccepted,,UI,Tooltip,newKey,Shared Quest '{0}' Accepted by {1}.,,,,,
ttQuestSharedRemoved,,UI,Tooltip,newKey,Shared Quest '{0}' Removed by {1}.,,,,,
ttQuestShareNoParty,,UI,Tooltip,newKey,You cannot share quest if you are not in a party.,,,,,
ttQuestShareNoPartyInRange,,UI,Tooltip,newKey,No party members in range for quest sharing.,,,,,
ttQuestShareNoQuest,,UI,Tooltip,newKey,You must select a quest to share with your party.,,,,,
ttQuestShareWithParty,,UI,Tooltip,newKey,You shared quest {0} with your party.,,,,,
ttRecipeUnlocked,,UI,Tooltip,--,New Recipe Unlocked: '{0}',Nouvelle composition déverrouillée : « {0} »,Neues Rezept freigeschaltet: „{0}“,,Nueva receta desbloqueada: '{0}',
ttRepairBeforePickup,,UI,Tooltip,newKey,You must repair this before picking it up.,,,,,
ttRequiresAmmo,,UI,Tooltip,newKey,This ranged trap requires ammo.,,,,,
ttRequiresOneComponent,,UI,Tooltip,newKey,This power source requires at least one component.,,,,,
ttRequiresPowerForCamera,,UI,Tooltip,newKey,You must power this component to use the camera function.,,,,,
ttResurrectMaxXPLost,,UI,Tooltip,newKey,You've been resurrected: Max XP penalty reached,,,,,
ttResurrectXPLost,,UI,Tooltip,newKey,You've been resurrected: 10% XP lost,,,,,
ttScrapMetalBrass,,UI,Tooltip,--,Place brass items on the crafting grid to get scrap brass,Placer les objets en laiton sur la grille de fabrication pour obtenir du laiton recyclé,"Lege Gegenstände aus Messing auf das Fertigungsfeld, um Messingstücke zu erhalten",,Pon objetos de latón en la casilla de fabricación para conseguir chatarra de latón.,
ttScrapMetalIron,,UI,Tooltip,--,Place iron items on the crafting grid to get scrap iron,Placer les objets en fer sur la grille de fabrication pour obtenir de la ferraille,"Lege Gegenstände aus Eisen auf das Fertigungsfeld, um Alteisen zu erhalten",,Pon objetos de hierro en la casilla de fabricación para conseguir chatarra de hierro.,
ttScrapMetalLead,,UI,Tooltip,--,Place lead items on the crafting grid to get scrap lead,Placer les objets en plomb sur la grille de fabrication pour obtenir du plomb recyclé,"Lege Gegenstände aus Blei auf das Fertigungsfeld, um Bleistücke zu erhalten",,Pon objetos de plomo en la casilla de fabricación para conseguir chatarra de plomo.,
ttSkillCannotPurchase,,UI,Tooltip,--,This skill's levels cannot be purchased.,Les niveaux de cette compétence ne peuvent être achetés.,Das Level dieser Fertigkeit kann nicht erworben werden.,,No puedes comprar el nivel de esta habilidad.,
ttSkillLevelUp,,UI,Tooltip,--,Your skill in {0} is now level {1},Votre compétence en {0} est à présent au niveau {1},Deine Fertigkeit „{0}“ ist jetzt auf Level {1},,Tu habilidad en {0} ahora es {1}.,
ttSkillMaxLevel,,UI,Tooltip,--,You are at max level for this skill.,Vous avez atteint le niveau maximal pour cette compétence.,Du hast mit dieser Fertigkeit das Höchstlevel erreicht.,,Tienes el nivel máximo de esta habilidad.,
ttSkillPointsNotEnough,,UI,Tooltip,--,You do not have enough skill points or do not meet the requirements.,Vous n'avez pas assez de points de compétence.,Du hast nicht die erforderlichen Fertigkeitspunkte dafür.,,No tienes los puntos de habilidad necesarios.,
ttSkillRankAlreadyKnown,,UI,Tooltip,newKey,This skill rank is already known.,,,,,
ttSkillRequirementsNotMet,,UI,Tooltip,--,The requirements for this skill have not been met.,Vous ne remplissez pas les conditions requises de cette compétence.,Die Voraussetzungen für diese Fertigkeit sind nicht erfüllt.,,No has cumplido los requisitos para esta habilidad.,
ttSkillsRelated,,UI,Tooltip,--,Related skills not yet implemented.,Les compétences associées n'ont pas encore été appliquées.,Zugehörig Fertigkeit ist noch nicht implementiert.,,Aún no se han implementado las habilidades relacionadas.,
ttSteamBPM,,UI,Tooltip,--,The game has to be started from Steam's Big Picture Mode to use the on-screen keyboard.,,"Das Spiel muss über Steam's Big Picture Mode gestartet werden, damit die Bildschirmtastatur verfügbar ist.",,,
ttVehicleInUse,,UI,Tooltip,newKey,Vehicle is being used.,,,,,
ttVendingMachineMaxCoin,,UI,Tooltip,newKey,This vending machine cannot hold anymore coin.,,,,,
ttVendingMachineMaxItems,,UI,Tooltip,newKey,This vending machine cannot hold anymore items.,,,,,
ttVMAlreadyRented,,UI,Tooltip,newKey,This vending machine is already rented out.,,,,,
ttVMNotEnoughMoneyAddTime,,UI,Tooltip,newKey,You do not have enough money to add time to your rental.,,,,,
ttVMNotEnoughMoneyRent,,UI,Tooltip,newKey,You do not have enough money to rent this vending machine.,,,,,
ttWireLimit,,UI,Tooltip,newKey,This power component has the maximum number of wired connections.,,,,,
wrnInventoryFull,,UI,Tooltip,--,No room in inventory. Crafting has been halted until space is cleared.,Plus de place dans l'inventaire. La fabrication a été mise en attente jusqu'à ce que vous fassiez de la place.,"Kein Platz im Inventar. Das Fertigen wurde gestoppt, bis du Platz geschaffen hast.",,No hay espacio en el inventario. No puedes fabricar hasta que no tengas espacio libre.,
wrnQueueFull,,UI,Tooltip,--,No room in queue!,Plus de place dans la file !,Warteschlange ist voll!,,¡No hay espacio en la cola!,
wrnWorkstationOutputFull,,UI,Tooltip,--,No room in workstation output. Crafting has been halted until space is cleared.,Plus de place à la sortie du poste de travail. La fabrication a été mise en attente jusqu'à ce que vous fassiez de la place.,"Kein Platz in der Ausgabe der Arbeitsstation. Das Fertigen wurde gestoppt, bis du Platz geschaffen hast.",,No hay espacios libres en la salida de la estación de trabajo. No puedes fabricar hasta que no tengas espacio libre.,
xuiStashLockedSlots,,UI,Tooltip,newKey,Lock the first N slots from the inventory from being moved with the stash buttons.,,,,,
itemTooltipFocusedOne,,UI,Use Prompt,--,<{0}> Collect: {1},<{0}> pour récupérer {1},<{0}> Sammle {1},,<{0}> Recoge {1},
itemTooltipFocusedSeveral,,UI,Use Prompt,--,<{0}> Collect: {2} of {1},<{0}> pour récupérer {1} sur {2},<{0}> Sammle {2} von: {1},,<{0}> Recoge {2} de {1},
lootEntity,,UI,Use Prompt,--,<{0}> Search {1},<{0}> pour rechercher {1},<{0}> Durchsuche {1},,<{0}> Registrar {1},
lootTooltipEmpty,,UI,Use Prompt,--,Empty {1},{1} vide,Leere {1},,{1} Sin botín,
lootTooltipNew,,UI,Use Prompt,--,<{0}> Search {1} (Untouched),<{0}> pour rechercher {1} (intact),<{0}> Durchsuche {1} (neu),,<{0}> Registrar {1} (Sin tocar),
lootTooltipTouched,,UI,Use Prompt,--,<{0}> Search {1},<{0}> pour rechercher {1},<{0}> Durchsuche {1},,<{0}> Registrar {1},
questBlockActivate,,UI,Use Prompt,newKey,Press <{{0}}> to Activate: {1},,,,,
questRallyActivate,,UI,Use Prompt,newKey,Press <{{0}}> to Start Quest: [DECEA3]{1}[-],,,,,
tooltipInteract,,UI,Use Prompt,--,Hold <{0}> to interact with {1},Maintenir <{0}> pour interagir avec {1},Zum Interagieren mit {1} <{0}> gedrückt halten,,Mantén pulsado <{0}> para interactuar con {1},
vendingMachineActivate,,UI,Use Prompt,newKey,<{0}> to interact with {1},,,,,
vkPromptCount,,UI,Virtual Keyboard,--,Enter count,,Anzahl eingeben,,,
vkPromptSearchTerm,,UI,Virtual Keyboard,--,Enter search term,,Suchbegriff eingeben,,,
vkPromptSignText,,UI,Virtual Keyboard,--,Enter sign name,,Beschriftung für Schild eingeben,,,
vkPromptWaypointName,,UI,Virtual Keyboard,--,Enter waypoint name,,Name für Wegpunkt eingeben,,,
xuiAccept,,UI,XUI,--,Accept,ACCEPTER,AKZEPTIEREN,,ACEPTAR,
xuiAllies,,UI,XUI,--,Allies,ALLIÉS,VERBÜNDETE,,ALIADOS,
xuiAlways,,UI,XUI,newKey,Always,,,,,
xuiAmmo,,UI,XUI,newKey,Ammo,,,,,
xuiApply,,UI,XUi,newKey,Apply,,,,,
xuiAssembleMustReadBook,,UI,XUI,--,You must read the correct book or buy a perk to assemble this item.,Vous devez lire le bon livre pour assembler cet objet.,"Du musst das richtige Buch lesen, um diesen Gegenstand zusammensetzen zu können.",,Debes leer el libro adecuado para armar este objeto.,
xuiAttributes,,UI,XUI,--,Attributes,ATTRIBUTS,ATTRIBUTE,,ATRIBUTOS,
xuiBasics,,UI,XUI,--,Basics,BASES,GRUNDLEGENDE WERTE,,BÁSICO,
xuiBookTitles,,UI,XUI,newKey,Book Titles,,,,,
xuiBuffStatCoreTemp,,UI,XUI,--,Core Temp,Core Temp,Kerntemperatur,,Temperatura central,
xuiBuffStatDays,,UI,XUI,--,Days,JOURS,TAGE,,DÍAS,
xuiBuffStatDuration,,UI,XUI,--,Duration,Durée,Dauer,,Duración,
xuiBuffStatHealth,,UI,XUI,--,Health,Santé,Gesundheit,,Salud,
xuiBuffStatHours,,UI,XUI,--,HRS,HEURES,STD,,HORAS,
xuiBuffStatModifierMax,,UI,XUI,--,[DECEA3]{1} max {0}.[-],[DECEA3]{1} max. {0}.[-],[DECEA3]{1} max. {0}.[-],,[DECEA3]{1} máx. {0}.[-],
xuiBuffStatModifierMaxForSeconds,,UI,XUI,--,[DECEA3]{1} max {0} for {2}.[-],[DECEA3]{1} max. {0} pendant {2}.[-],[DECEA3]{1} max. {0} für {2}.[-],,[DECEA3]{1} máx. {0} durante {2}.[-],
xuiBuffStatModifierSetValueDec,,UI,XUI,--,{0}: [DECEA3]decreased by {1}%.[-],{0} : [DECEA3]diminution de {1} %.[-],{0}: [DECEA3]um {1} % verringert.[-],,{0}: [DECEA3]reducido un {1} %.[-],
xuiBuffStatModifierSetValueForSecondsDec,,UI,XUI,--,{0}: [DECEA3]decreased by {1}% for {2}.[-],{0} : [DECEA3]diminution de {1} % pendant {2}.[-],{0}: [DECEA3]für {2} um {1} % verringert.[-],,{0}: [DECEA3]reducido un {1} % durante {2}.[-],
xuiBuffStatModifierSetValueForSecondsInc,,UI,XUI,--,{0}: [DECEA3]increased by {1}% for {2}.[-],{0} : [DECEA3]augmentation de {1} % pendant {2}.[-],{0}: [DECEA3]für {2} um {1} % erhöht.[-],,{0}: [DECEA3]aumentado un {1} % durante {2}.[-],
xuiBuffStatModifierSetValueInc,,UI,XUI,--,{0}: [DECEA3]increased by {1}%.[-],{0} : [DECEA3]augmentation de {1} %.[-],{0}: [DECEA3]um {1} % erhöht.[-],,{0}: [DECEA3]aumentado un {1} %.[-],
xuiBuffStatModifierValueOT,,UI,XUI,--,{0}: [DECEA3]{1} every {2} second(s).[-],{0} : [DECEA3]{1} toutes les {2} seconde(s).[-],{0}: [DECEA3]{1} alle {2} Sekunde(n).[-],,{0}: [DECEA3]{1} cada {2} segundo(s).[-],
xuiBuffStatModifierValueOTForSeconds,,UI,XUI,--,{0}: [DECEA3]{1} every {2} second(s) for {3}.[-],{0} : [DECEA3]{1} toutes les {2} seconde(s) pendant {3}.[-],{0}: [DECEA3]{1} alle {2} Sekunde(n) für {3}.[-],,{0}: [DECEA3]{1} cada {2} segundo(s) durante {3}.[-],
xuiBuffStatMovementSpeed,,UI,XUI,--,Movement Speed,Vitesse de déplacement,Bewegungsgeschwindigkeit,,Velocidad de movimiento,
xuiBuffStatSickness,,UI,XUI,--,Sickness,Maladie,Krankheit,,Enfermedad,
xuiBuffStatStamina,,UI,XUI,--,Stamina,Endurance,Ausdauer,,Resistencia,
xuiBuffStatTimeLeft,,UI,XUI,--,Time Left,Temps restant,Verbleibende Zeit,,Tiempo restante,
xuiBuffStatWellness,,UI,XUI,--,Wellness,Bien-être,Wohlbefinden,,Bienestar,
xuiCameraControl,,UI,XUI,newKey,Camera Control,,,,,
xuiCameraPreview,,UI,XUI,newKey,Camera Preview,,,,,
xuiCancel,,UI,XUI,newKey,Cancel,,,,,
xuiCharacter,,UI,XUI,newKey,Character,,,,,
xuiChooseOne,,UI,XUI,newKey,Choose One:,,,,,
xuiChooseTwo,,UI,XUI,newKey,Choose Two:,,,,,
xuiClose,,UI,XUI,--,Close,FERMER,SCHLIESSEN,,CERRAR,
xuiCombine,,UI,XUI,newKey,Combine,,,,,
xuiCombineItemA,,UI,XUI,newKey,Item A,,,,,
xuiCombineItemB,,UI,XUI,newKey,Item B,,,,,
xuiCosmetics,,UI,XUI,newKey,Cosmetics,,,,,
xuiCost,,UI,XUI,--,Cost,COÛT,KOSTEN,,COSTO,
xuiCrafting,,UI,XUI,newKey,Crafting,,,,,
xuiCraftQueueFull,,UI,XUI,--,No room in queue!,Plus de place dans la file !,Warteschlange ist voll!,,¡No hay espacio en la cola!,
xuiCreative,,UI,XUI,--,Creative,CRÉATION,KREATIV,,CREATIVO,
xuiCurrentLife,,UI,XUI,newKey,Current Life,,,,,
xuiDay,,UI,XUI,--,Day,JOUR,TAG,,DÍA,
xuiDayTime,,UI,XUI,--,Day/Time,JOUR/HEURE,TAG/ZEIT,,DÍA/HORA,
xuiDeaths,,UI,XUI,--,Deaths,MORTS,TODE,,MUERTES,
xuiDecline,,UI,XUI,--,Decline,DÉCLIN,ABLEHNEN,,RECHAZAR,
xuiDefaults,,UI,XUi,newKey,Defaults,,,,,
xuiDefense,,UI,XUI,--,Defense,DÉFENSE,VERTEIDIGUNG,,DEFENSA,
xuiDescriptionLabel,,UI,XUI,--,Description,DESCRIPTION,BESCHREIBUNG,,DESCRIPCIÓN,
xuiDescriptionNotAvailable,,UI,XUI,--,Description not available at this time.,LA DESCRIPTION N'EST PAS DISPONIBLE À L'HEURE ACTUELLE.,ZURZEIT KEINE BESCHREIBUNG VERFÜGBAR.,,LA DESCRIPCIÓN NO ESTÁ DISPONIBLE EN ESTOS MOMENTOS.,
xuiDontSave,,UI,XUI,newKey,Discard changes,,,,,
xuiDurability,,UI,XUI,--,Durability,DURABILITÉ,HALTBARKEIT,,DURABILIDAD,
xuiEditingTools,,UI,XUI,--,Editing Tools,Outils d'édition,Bearbeitungstools,,Herramientas de edición,
xuiElevation,,UI,XUI,--,Elevation,ÉLÉVATION,ERHÖHUNG,,ELEVACIÓN,
xuiEmptyCosmeticSlot,,UI,XUI,newKey,Empty Cosmetic Slot,,,,,
